user_id,card_type,masked_number,status,locked,created_at,updated_at
67,DEBIT,**** **** **** 2828,LOCKED,true,2024-11-26T22:33:11.414331+00:00,2025-02-21T23:02:19.414331+00:00
68,DEBIT,**** **** **** 7044,LOCKED,true,2025-08-01T06:25:30.414331+00:00,2025-04-19T16:31:24.414331+00:00
68,CASH,**** **** **** 5208,ACTIVE,false,2025-05-27T02:53:39.414331+00:00,2025-06-19T06:54:26.414331+00:00
69,DEBIT,**** **** **** 4384,LOCKED,true,2025-05-10T18:00:00.414831+00:00,2025-06-29T23:46:56.414831+00:00
70,CASH,**** **** **** 7980,REISSUE_REQUESTED,false,2024-11-14T03:33:18.414831+00:00,2025-06-10T18:46:23.414831+00:00
71,DEBIT,**** **** **** 7970,ACTIVE,false,2025-07-05T11:05:50.414831+00:00,2025-11-28T17:52:19.414831+00:00
72,CASH,**** **** **** 9937,LOCKED,true,2025-06-02T13:44:40.414831+00:00,2025-05-06T16:27:34.414831+00:00
72,CASH,**** **** **** 1757,LOCKED,true,2025-04-28T19:30:55.414831+00:00,2025-09-30T14:00:49.414831+00:00
73,DEBIT,**** **** **** 1915,LOCKED,true,2024-11-21T23:48:17.414831+00:00,2025-10-13T04:23:52.414831+00:00
73,DEBIT,**** **** **** 4651,ACTIVE,false,2024-07-08T13:38:04.414831+00:00,2025-09-14T04:33:03.414831+00:00
74,DEBIT,**** **** **** 6973,LOCKED,true,2025-06-02T18:25:57.415331+00:00,2025-08-03T15:09:08.415331+00:00
75,CASH,**** **** **** 9974,LOCKED,true,2025-02-04T00:11:26.415331+00:00,2025-10-10T22:10:00.415331+00:00
76,CASH,**** **** **** 4632,ACTIVE,false,2025-04-18T16:53:52.415331+00:00,2025-05-06T17:53:58.415331+00:00
76,CASH,**** **** **** 5157,LOCKED,true,2024-05-05T10:13:43.415331+00:00,2025-05-22T17:06:12.415331+00:00
77,CASH,**** **** **** 5261,ACTIVE,false,2025-03-22T14:46:13.415331+00:00,2026-01-12T00:06:23.415331+00:00
78,CASH,**** **** **** 5899,ACTIVE,false,2025-12-07T20:19:33.415331+00:00,2025-09-14T01:24:15.415331+00:00
79,CASH,**** **** **** 3962,LOCKED,true,2025-04-30T05:06:47.415831+00:00,2025-03-13T02:51:03.415831+00:00
80,CASH,**** **** **** 7277,REISSUE_REQUESTED,false,2025-11-02T10:51:32.415831+00:00,2025-11-24T21:08:08.415831+00:00
81,CASH,**** **** **** 4450,LOCKED,true,2024-05-24T08:09:02.415831+00:00,2025-11-05T20:30:52.415831+00:00
82,DEBIT,**** **** **** 7120,ACTIVE,false,2025-02-24T21:42:12.415831+00:00,2025-03-26T21:21:25.415831+00:00
82,DEBIT,**** **** **** 8403,ACTIVE,false,2024-02-18T01:11:39.415831+00:00,2025-05-26T16:25:37.415831+00:00
83,DEBIT,**** **** **** 1479,LOCKED,true,2024-06-27T16:18:54.415831+00:00,2025-12-29T01:07:57.415831+00:00
84,DEBIT,**** **** **** 6044,ACTIVE,false,2024-05-26T06:38:17.415831+00:00,2025-03-02T18:46:26.415831+00:00
84,DEBIT,**** **** **** 3444,LOCKED,true,2025-07-05T11:02:49.415831+00:00,2025-03-08T16:01:50.415831+00:00
85,CASH,**** **** **** 4276,LOCKED,true,2025-01-07T09:48:24.416331+00:00,2025-10-31T03:45:52.416331+00:00
86,DEBIT,**** **** **** 9023,ACTIVE,false,2025-07-09T17:07:31.416331+00:00,2025-05-24T18:37:53.416331+00:00
86,CASH,**** **** **** 7523,ACTIVE,false,2024-04-20T16:59:54.416331+00:00,2025-08-27T22:04:58.416331+00:00
87,CASH,**** **** **** 9946,LOCKED,true,2025-10-10T13:00:44.416331+00:00,2025-12-15T20:37:06.416331+00:00
87,CASH,**** **** **** 2530,LOCKED,true,2025-07-07T19:35:10.416331+00:00,2025-05-06T13:01:26.416331+00:00
88,CASH,**** **** **** 6164,LOCKED,true,2025-03-18T08:11:50.416331+00:00,2025-04-24T00:31:31.416331+00:00
89,DEBIT,**** **** **** 2922,LOCKED,true,2024-05-21T15:26:07.416331+00:00,2025-09-09T23:26:35.416331+00:00
90,CASH,**** **** **** 2792,REISSUE_REQUESTED,false,2024-10-04T07:06:47.416331+00:00,2025-12-22T15:48:04.416331+00:00
90,CASH,**** **** **** 9202,ACTIVE,false,2024-09-01T11:09:37.416331+00:00,2025-11-24T05:53:25.416331+00:00
91,DEBIT,**** **** **** 6514,ACTIVE,false,2025-09-12T21:00:13.416331+00:00,2025-06-12T10:08:42.416331+00:00
92,CASH,**** **** **** 8132,REISSUE_REQUESTED,false,2025-03-01T06:52:56.416831+00:00,2025-06-02T13:46:05.416831+00:00
92,CASH,**** **** **** 6707,LOCKED,true,2024-03-27T06:56:35.416831+00:00,2026-01-06T00:49:00.416831+00:00
93,CASH,**** **** **** 4590,REISSUE_REQUESTED,false,2024-05-06T02:51:12.416831+00:00,2025-04-29T07:26:12.416831+00:00
94,DEBIT,**** **** **** 6151,ACTIVE,false,2024-03-12T04:52:29.416831+00:00,2025-06-20T00:05:56.416831+00:00
94,DEBIT,**** **** **** 1025,REISSUE_REQUESTED,false,2024-06-03T22:58:04.416831+00:00,2025-10-23T08:00:52.416831+00:00
95,DEBIT,**** **** **** 5609,REISSUE_REQUESTED,false,2024-11-20T13:45:47.417331+00:00,2026-01-18T22:37:07.417331+00:00
95,DEBIT,**** **** **** 7230,LOCKED,true,2025-07-27T19:56:48.417331+00:00,2025-04-19T20:06:51.417331+00:00
96,CASH,**** **** **** 8340,LOCKED,true,2025-08-02T20:45:14.417331+00:00,2026-01-18T11:15:34.417331+00:00
97,CASH,**** **** **** 6982,REISSUE_REQUESTED,false,2025-06-07T01:02:17.417331+00:00,2025-08-30T13:58:27.417331+00:00
97,CASH,**** **** **** 1535,LOCKED,true,2024-12-06T16:53:26.417331+00:00,2025-12-23T02:17:50.417331+00:00
98,CASH,**** **** **** 2047,LOCKED,true,2026-01-06T07:49:49.417331+00:00,2025-05-11T15:48:40.417331+00:00
99,CASH,**** **** **** 2357,ACTIVE,false,2025-03-10T10:19:44.417331+00:00,2025-04-26T14:13:26.417331+00:00
100,CASH,**** **** **** 8980,LOCKED,true,2024-03-09T07:34:43.417831+00:00,2025-03-29T21:25:52.417831+00:00
100,CASH,**** **** **** 3681,LOCKED,true,2025-11-01T15:50:09.417831+00:00,2025-12-10T19:56:16.417831+00:00
101,CASH,**** **** **** 4804,ACTIVE,false,2025-10-26T23:21:09.417831+00:00,2025-07-12T03:41:03.417831+00:00
102,CASH,**** **** **** 3519,LOCKED,true,2025-07-07T00:53:25.417831+00:00,2025-05-19T12:05:03.417831+00:00
103,CASH,**** **** **** 2762,REISSUE_REQUESTED,false,2024-09-23T23:05:43.417831+00:00,2025-06-01T01:29:07.417831+00:00
103,CASH,**** **** **** 2659,ACTIVE,false,2025-05-09T12:57:28.417831+00:00,2025-09-06T01:55:03.417831+00:00
104,DEBIT,**** **** **** 2934,ACTIVE,false,2025-09-15T11:30:45.417831+00:00,2025-07-16T15:03:33.417831+00:00
105,CASH,**** **** **** 1946,REISSUE_REQUESTED,false,2024-07-31T12:34:42.418331+00:00,2025-11-27T13:25:01.418331+00:00
106,DEBIT,**** **** **** 3390,LOCKED,true,2026-02-08T08:01:17.418331+00:00,2025-12-15T22:14:37.418331+00:00
106,DEBIT,**** **** **** 3977,REISSUE_REQUESTED,false,2024-05-23T15:33:04.418331+00:00,2025-10-30T04:47:48.418331+00:00
107,CASH,**** **** **** 6858,REISSUE_REQUESTED,false,2024-07-27T03:37:55.418331+00:00,2025-06-01T14:51:41.418331+00:00
107,DEBIT,**** **** **** 9415,ACTIVE,false,2026-01-01T13:21:21.418331+00:00,2025-10-25T00:46:31.418331+00:00
108,DEBIT,**** **** **** 6841,ACTIVE,false,2024-09-12T15:41:46.418331+00:00,2025-05-03T07:27:01.418331+00:00
109,CASH,**** **** **** 2965,REISSUE_REQUESTED,false,2024-11-11T08:02:28.418331+00:00,2025-11-15T04:49:07.418331+00:00
109,DEBIT,**** **** **** 2829,LOCKED,true,2025-11-21T19:23:25.418331+00:00,2025-07-30T19:03:55.418331+00:00
110,CASH,**** **** **** 8035,REISSUE_REQUESTED,false,2025-09-27T12:47:10.418331+00:00,2025-03-23T05:10:45.418331+00:00
111,DEBIT,**** **** **** 1829,LOCKED,true,2024-05-22T13:31:36.418331+00:00,2026-01-19T22:03:00.418331+00:00
111,CASH,**** **** **** 7552,ACTIVE,false,2025-05-19T03:31:05.418331+00:00,2025-09-13T20:30:06.418331+00:00
112,CASH,**** **** **** 2862,ACTIVE,false,2026-01-21T06:45:17.418831+00:00,2025-03-15T21:08:44.418831+00:00
113,CASH,**** **** **** 8248,LOCKED,true,2025-03-10T10:16:52.418831+00:00,2025-06-30T04:12:16.418831+00:00
114,DEBIT,**** **** **** 6712,REISSUE_REQUESTED,false,2024-03-04T01:28:36.418831+00:00,2025-07-01T02:33:56.418831+00:00
115,CASH,**** **** **** 9551,ACTIVE,false,2024-10-11T06:07:41.418831+00:00,2025-04-04T09:21:47.418831+00:00
115,DEBIT,**** **** **** 1999,ACTIVE,false,2025-12-16T22:13:02.418831+00:00,2025-02-11T15:39:57.418831+00:00
116,CASH,**** **** **** 4871,REISSUE_REQUESTED,false,2025-05-06T09:01:24.418831+00:00,2025-07-05T05:55:20.418831+00:00
117,CASH,**** **** **** 8183,LOCKED,true,2024-12-07T19:58:16.419332+00:00,2025-04-08T23:53:44.419332+00:00
117,CASH,**** **** **** 7229,LOCKED,true,2025-03-03T19:59:21.419332+00:00,2025-05-19T00:21:55.419332+00:00
118,CASH,**** **** **** 1406,ACTIVE,false,2024-08-16T20:55:06.419332+00:00,2025-06-12T07:20:01.419332+00:00
118,DEBIT,**** **** **** 2343,LOCKED,true,2025-05-31T02:19:28.419332+00:00,2025-10-07T03:12:50.419332+00:00
119,CASH,**** **** **** 1248,LOCKED,true,2025-03-01T07:05:15.419332+00:00,2025-05-19T21:02:38.419332+00:00
120,DEBIT,**** **** **** 4422,ACTIVE,false,2025-06-08T07:23:08.419332+00:00,2025-10-08T12:54:22.419332+00:00
120,CASH,**** **** **** 6695,REISSUE_REQUESTED,false,2024-09-03T08:24:19.419332+00:00,2025-02-23T04:37:58.419332+00:00
121,CASH,**** **** **** 5702,ACTIVE,false,2025-08-27T02:21:49.419332+00:00,2025-08-06T03:13:01.419332+00:00
122,DEBIT,**** **** **** 2781,REISSUE_REQUESTED,false,2025-12-23T10:24:04.419332+00:00,2025-06-19T02:10:30.419332+00:00
122,DEBIT,**** **** **** 5356,LOCKED,true,2024-11-25T23:55:26.419332+00:00,2025-10-16T22:30:46.419332+00:00
123,CASH,**** **** **** 9487,ACTIVE,false,2024-12-17T23:55:09.419831+00:00,2025-06-05T18:22:57.419831+00:00
124,DEBIT,**** **** **** 1964,LOCKED,true,2025-09-06T14:58:08.419831+00:00,2025-09-20T22:05:06.419831+00:00
125,DEBIT,**** **** **** 4064,LOCKED,true,2025-07-19T09:52:24.419831+00:00,2025-06-20T20:57:20.419831+00:00
125,DEBIT,**** **** **** 2804,REISSUE_REQUESTED,false,2025-10-02T05:25:21.419831+00:00,2025-04-29T08:20:05.419831+00:00
126,CASH,**** **** **** 6568,LOCKED,true,2025-08-13T07:28:56.419831+00:00,2026-01-26T21:45:34.419831+00:00
126,DEBIT,**** **** **** 1424,REISSUE_REQUESTED,false,2025-07-16T15:27:19.419831+00:00,2025-10-11T17:37:18.419831+00:00
127,CASH,**** **** **** 9939,LOCKED,true,2024-07-01T00:40:11.419831+00:00,2025-11-04T12:09:04.419831+00:00
127,CASH,**** **** **** 6229,LOCKED,true,2024-10-24T13:48:21.419831+00:00,2025-04-11T15:38:09.419831+00:00
128,DEBIT,**** **** **** 8214,LOCKED,true,2025-10-03T05:15:10.419831+00:00,2025-06-15T15:18:24.419831+00:00
129,DEBIT,**** **** **** 2018,LOCKED,true,2025-06-02T00:33:00.420332+00:00,2025-11-30T22:18:57.420332+00:00
129,CASH,**** **** **** 7362,ACTIVE,false,2024-03-10T22:38:51.420332+00:00,2025-09-18T00:22:38.420332+00:00
130,CASH,**** **** **** 9229,LOCKED,true,2025-02-28T19:19:47.420332+00:00,2025-06-07T13:28:56.420332+00:00
131,CASH,**** **** **** 3512,LOCKED,true,2024-05-03T06:26:56.420332+00:00,2025-08-29T16:48:01.420332+00:00
132,CASH,**** **** **** 1448,ACTIVE,false,2025-04-20T11:19:00.420332+00:00,2025-09-11T22:01:46.420332+00:00
132,CASH,**** **** **** 9640,REISSUE_REQUESTED,false,2025-10-05T13:17:54.420332+00:00,2025-11-07T17:18:13.420332+00:00
133,DEBIT,**** **** **** 1049,LOCKED,true,2025-07-03T09:00:20.420332+00:00,2025-03-22T01:50:07.420332+00:00
134,CASH,**** **** **** 2895,REISSUE_REQUESTED,false,2025-07-12T09:31:57.420832+00:00,2025-07-05T15:45:08.420832+00:00
135,CASH,**** **** **** 5411,REISSUE_REQUESTED,false,2025-06-21T14:06:39.420832+00:00,2025-08-23T20:58:34.420832+00:00
136,CASH,**** **** **** 6530,LOCKED,true,2026-01-02T13:22:13.420832+00:00,2025-07-23T12:33:09.420832+00:00
136,CASH,**** **** **** 3124,LOCKED,true,2025-06-03T17:44:37.420832+00:00,2025-11-24T22:19:37.420832+00:00
137,CASH,**** **** **** 5907,LOCKED,true,2024-12-05T17:42:09.420832+00:00,2025-12-04T00:45:53.420832+00:00
137,CASH,**** **** **** 1812,REISSUE_REQUESTED,false,2024-03-14T12:16:43.420832+00:00,2025-11-23T20:00:00.420832+00:00
138,CASH,**** **** **** 2267,LOCKED,true,2024-02-20T06:27:33.420832+00:00,2025-08-06T20:11:45.420832+00:00
139,CASH,**** **** **** 2976,ACTIVE,false,2024-10-11T09:40:15.420832+00:00,2025-04-15T02:46:07.420832+00:00
139,CASH,**** **** **** 7587,LOCKED,true,2025-04-16T12:25:25.420832+00:00,2025-03-23T07:59:32.420832+00:00
140,CASH,**** **** **** 3405,LOCKED,true,2025-08-04T21:48:18.420832+00:00,2025-04-02T20:28:18.420832+00:00
141,CASH,**** **** **** 1796,ACTIVE,false,2025-08-08T20:35:23.420832+00:00,2025-12-09T06:01:15.420832+00:00
