user_id,request_type,status,title,detail,created_at,updated_at
32,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-11-26T10:48:32.410314+00:00,2025-11-28T07:48:32.410314+00:00
34,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-04-27T11:41:52.410314+00:00,2025-05-02T03:41:52.410314+00:00
34,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-12-07T14:18:32.410314+00:00,2025-12-12T00:18:32.410314+00:00
35,ADDRESS_CHANGE,REJECTED,住所変更申請,住所変更申請の処理状況: REJECTED,2025-10-25T19:03:41.410314+00:00,2025-10-26T14:03:41.410314+00:00
35,LIMIT_CHANGE,RECEIVED,限度額変更申請,限度額変更申請の処理状況: RECEIVED,2025-08-05T08:16:03.410314+00:00,2025-08-14T23:16:03.410314+00:00
36,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-06-23T09:07:25.410314+00:00,2025-06-29T02:07:25.410314+00:00
36,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-12-07T11:58:46.410314+00:00,2025-12-09T14:58:46.410314+00:00
38,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-09-21T16:09:03.410314+00:00,2025-09-28T16:09:03.410314+00:00
38,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-05-02T06:50:38.410314+00:00,2025-05-05T11:50:38.410314+00:00
40,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-08-20T19:10:07.411325+00:00,2025-08-27T07:10:07.411325+00:00
40,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-06-10T05:08:53.411325+00:00,2025-06-15T01:08:53.411325+00:00
41,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-04-27T23:44:03.411325+00:00,2025-05-06T13:44:03.411325+00:00
43,LIMIT_CHANGE,RECEIVED,限度額変更申請,限度額変更申請の処理状況: RECEIVED,2025-10-04T19:22:21.411325+00:00,2025-10-07T05:22:21.411325+00:00
44,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-04-11T05:25:03.411832+00:00,2025-04-20T12:25:03.411832+00:00
45,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-06-23T14:04:31.411832+00:00,2025-06-27T04:04:31.411832+00:00
45,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2026-01-17T10:18:21.411832+00:00,2026-01-20T14:18:21.411832+00:00
46,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-07-30T15:15:29.412334+00:00,2025-08-04T21:15:29.412334+00:00
48,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2026-01-09T16:45:06.412334+00:00,2026-01-19T00:45:06.412334+00:00
48,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-08-05T23:42:55.412334+00:00,2025-08-09T06:42:55.412334+00:00
49,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-09-06T14:31:30.412334+00:00,2025-09-10T12:31:30.412334+00:00
49,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-09-13T11:36:24.412334+00:00,2025-09-16T23:36:24.412334+00:00
50,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-05-24T16:24:21.412334+00:00,2025-06-03T09:24:21.412334+00:00
54,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-07-18T19:51:14.412833+00:00,2025-07-28T19:51:14.412833+00:00
54,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-04-19T05:29:34.412833+00:00,2025-04-26T14:29:34.412833+00:00
55,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2025-09-18T09:47:34.413332+00:00,2025-09-24T20:47:34.413332+00:00
58,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-03-06T02:08:13.413332+00:00,2025-03-11T06:08:13.413332+00:00
58,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-10-09T21:52:13.413831+00:00,2025-10-12T05:52:13.413831+00:00
60,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-05-12T21:27:00.413831+00:00,2025-05-18T19:27:00.413831+00:00
60,ADDRESS_CHANGE,COMPLETED,住所変更申請,住所変更申請の処理状況: COMPLETED,2025-12-14T23:18:33.413831+00:00,2025-12-17T01:18:33.413831+00:00
61,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-04-10T11:31:48.413831+00:00,2025-04-13T03:31:48.413831+00:00
61,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2025-02-13T03:09:09.413831+00:00,2025-02-21T17:09:09.413831+00:00
62,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-05-03T23:15:50.413831+00:00,2025-05-07T03:15:50.413831+00:00
66,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-09-19T04:39:54.414331+00:00,2025-09-21T17:39:54.414331+00:00
69,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2025-10-30T18:36:02.414831+00:00,2025-10-31T20:36:02.414831+00:00
72,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-11-12T10:36:21.414831+00:00,2025-11-21T06:36:21.414831+00:00
72,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-12-05T04:15:52.414831+00:00,2025-12-14T14:15:52.414831+00:00
73,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-02-21T07:57:16.414831+00:00,2025-02-24T08:57:16.414831+00:00
74,ADDRESS_CHANGE,REJECTED,住所変更申請,住所変更申請の処理状況: REJECTED,2025-05-05T05:47:04.415331+00:00,2025-05-15T01:47:04.415331+00:00
74,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-11-16T20:07:14.415331+00:00,2025-11-19T15:07:14.415331+00:00
76,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2026-01-19T15:40:48.415331+00:00,2026-01-25T18:40:48.415331+00:00
77,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-10-18T06:48:09.415331+00:00,2025-10-24T12:48:09.415331+00:00
78,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-03-22T21:22:22.415331+00:00,2025-03-27T05:22:22.415331+00:00
79,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2025-05-24T16:37:17.415831+00:00,2025-05-27T05:37:17.415831+00:00
79,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-07-03T01:08:03.415831+00:00,2025-07-09T13:08:03.415831+00:00
80,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2026-01-07T04:07:19.415831+00:00,2026-01-12T13:07:19.415831+00:00
80,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2026-01-19T00:25:14.415831+00:00,2026-01-20T05:25:14.415831+00:00
81,ADDRESS_CHANGE,REJECTED,住所変更申請,住所変更申請の処理状況: REJECTED,2025-09-17T19:30:48.415831+00:00,2025-09-22T17:30:48.415831+00:00
81,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-04-23T04:44:46.415831+00:00,2025-04-24T03:44:46.415831+00:00
82,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2026-01-06T21:46:20.415831+00:00,2026-01-10T05:46:20.415831+00:00
82,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-10-31T18:10:49.415831+00:00,2025-11-01T21:10:49.415831+00:00
84,LIMIT_CHANGE,RECEIVED,限度額変更申請,限度額変更申請の処理状況: RECEIVED,2025-06-20T14:53:11.415831+00:00,2025-06-26T08:53:11.415831+00:00
84,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-05-13T12:22:12.415831+00:00,2025-05-21T08:22:12.415831+00:00
86,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-10-06T00:16:02.416331+00:00,2025-10-14T05:16:02.416331+00:00
87,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2026-01-22T02:18:42.416331+00:00,2026-01-28T04:18:42.416331+00:00
87,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-09-23T09:16:44.416331+00:00,2025-10-02T06:16:44.416331+00:00
88,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-06-06T20:26:02.416331+00:00,2025-06-13T19:26:02.416331+00:00
88,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-11-18T15:08:14.416331+00:00,2025-11-21T08:08:14.416331+00:00
90,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-08-01T20:55:47.416331+00:00,2025-08-02T02:55:47.416331+00:00
90,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-03-04T12:56:03.416331+00:00,2025-03-10T05:56:03.416331+00:00
92,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-10-12T06:48:10.416831+00:00,2025-10-17T00:48:10.416831+00:00
93,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-04-21T09:26:49.416831+00:00,2025-04-24T02:26:49.416831+00:00
94,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2025-07-02T18:52:39.416831+00:00,2025-07-02T21:52:39.416831+00:00
95,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-10-09T02:07:55.417331+00:00,2025-10-11T04:07:55.417331+00:00
95,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2026-01-25T21:18:06.417331+00:00,2026-01-27T01:18:06.417331+00:00
97,ADDRESS_CHANGE,REJECTED,住所変更申請,住所変更申請の処理状況: REJECTED,2025-12-01T04:29:56.417331+00:00,2025-12-03T07:29:56.417331+00:00
97,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-12-13T15:33:44.417331+00:00,2025-12-15T07:33:44.417331+00:00
98,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-11-21T03:00:54.417331+00:00,2025-11-23T10:00:54.417331+00:00
98,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-06-22T04:40:02.417331+00:00,2025-06-28T08:40:02.417331+00:00
101,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2026-02-07T06:38:29.417831+00:00,2026-02-08T20:38:29.417831+00:00
101,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-09-15T17:43:44.417831+00:00,2025-09-17T12:43:44.417831+00:00
102,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-12-17T05:16:04.417831+00:00,2025-12-23T07:16:04.417831+00:00
104,CARD_REISSUE,REVIEWING,カード再発行申請,カード再発行申請の処理状況: REVIEWING,2026-01-06T22:57:30.417831+00:00,2026-01-13T23:57:30.417831+00:00
105,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-04-29T11:37:44.418331+00:00,2025-04-30T00:37:44.418331+00:00
106,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-05-18T07:39:09.418331+00:00,2025-05-23T06:39:09.418331+00:00
106,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-02-17T15:36:07.418331+00:00,2025-02-26T10:36:07.418331+00:00
107,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-09-26T11:37:52.418331+00:00,2025-10-05T09:37:52.418331+00:00
109,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-10-31T15:16:44.418331+00:00,2025-11-07T21:16:44.418331+00:00
109,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2026-02-08T12:06:15.418331+00:00,2026-02-14T16:06:15.418331+00:00
110,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-08-20T20:29:50.418331+00:00,2025-08-30T01:29:50.418331+00:00
112,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2026-01-25T08:20:41.418831+00:00,2026-01-29T22:20:41.418831+00:00
114,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-04-20T06:08:46.418831+00:00,2025-04-21T04:08:46.418831+00:00
115,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-06-30T17:24:09.418831+00:00,2025-07-01T14:24:09.418831+00:00
115,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-08-01T04:52:46.418831+00:00,2025-08-08T09:52:46.418831+00:00
116,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-09-14T22:45:30.418831+00:00,2025-09-16T14:45:30.418831+00:00
117,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-10-10T02:53:48.419332+00:00,2025-10-19T20:53:48.419332+00:00
117,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-04-23T00:24:34.419332+00:00,2025-05-02T19:24:34.419332+00:00
118,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-03-05T05:13:54.419332+00:00,2025-03-10T00:13:54.419332+00:00
119,LIMIT_CHANGE,RECEIVED,限度額変更申請,限度額変更申請の処理状況: RECEIVED,2025-11-11T00:17:00.419332+00:00,2025-11-15T08:17:00.419332+00:00
119,CARD_REISSUE,REJECTED,カード再発行申請,カード再発行申請の処理状況: REJECTED,2025-08-07T04:58:11.419332+00:00,2025-08-11T23:58:11.419332+00:00
120,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-03-23T05:26:10.419332+00:00,2025-03-27T21:26:10.419332+00:00
120,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-07-08T00:35:15.419332+00:00,2025-07-15T06:35:15.419332+00:00
122,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-04-26T04:02:05.419332+00:00,2025-04-26T15:02:05.419332+00:00
124,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-11-03T19:59:23.419831+00:00,2025-11-07T11:59:23.419831+00:00
125,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-09-08T21:10:42.419831+00:00,2025-09-10T06:10:42.419831+00:00
126,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2026-01-06T22:26:37.419831+00:00,2026-01-13T20:26:37.419831+00:00
126,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-10-31T20:21:16.419831+00:00,2025-11-08T20:21:16.419831+00:00
127,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-05-26T23:27:12.419831+00:00,2025-05-29T20:27:12.419831+00:00
128,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-06-09T02:49:42.419831+00:00,2025-06-11T16:49:42.419831+00:00
128,LIMIT_CHANGE,RECEIVED,限度額変更申請,限度額変更申請の処理状況: RECEIVED,2025-10-16T13:45:28.419831+00:00,2025-10-18T06:45:28.419831+00:00
129,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2026-01-30T11:25:15.420332+00:00,2026-02-09T00:25:15.420332+00:00
129,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-12-02T13:17:14.420332+00:00,2025-12-06T19:17:14.420332+00:00
130,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-11-04T14:16:00.420332+00:00,2025-11-04T19:16:00.420332+00:00
130,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-11-01T18:34:29.420332+00:00,2025-11-09T08:34:29.420332+00:00
131,ADDRESS_CHANGE,COMPLETED,住所変更申請,住所変更申請の処理状況: COMPLETED,2025-05-03T23:05:06.420332+00:00,2025-05-08T05:05:06.420332+00:00
131,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-12-05T23:44:41.420332+00:00,2025-12-12T20:44:41.420332+00:00
132,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-08-03T17:03:43.420332+00:00,2025-08-05T17:03:43.420332+00:00
134,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-08-02T01:02:24.420832+00:00,2025-08-08T05:02:24.420832+00:00
134,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-04-01T07:30:26.420832+00:00,2025-04-02T06:30:26.420832+00:00
135,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2025-04-25T17:16:39.420832+00:00,2025-05-03T19:16:39.420832+00:00
136,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-11-27T05:53:07.420832+00:00,2025-11-27T13:53:07.420832+00:00
136,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-09-23T13:59:58.420832+00:00,2025-09-26T23:59:58.420832+00:00
137,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2026-02-04T11:45:57.420832+00:00,2026-02-08T14:45:57.420832+00:00
138,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-09-04T02:27:44.420832+00:00,2025-09-07T08:27:44.420832+00:00
138,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-07-24T03:11:45.420832+00:00,2025-08-02T03:11:45.420832+00:00
141,NAME_CHANGE,COMPLETED,名義変更申請,名義変更申請の処理状況: COMPLETED,2025-08-13T07:08:42.420832+00:00,2025-08-18T20:08:42.420832+00:00
142,ADDRESS_CHANGE,COMPLETED,住所変更申請,住所変更申請の処理状況: COMPLETED,2025-11-29T19:25:59.420832+00:00,2025-12-03T16:25:59.420832+00:00
142,NAME_CHANGE,RECEIVED,名義変更申請,名義変更申請の処理状況: RECEIVED,2025-10-03T15:13:20.420832+00:00,2025-10-09T02:13:20.420832+00:00
144,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-02-23T15:25:55.420832+00:00,2025-02-24T13:25:55.420832+00:00
144,LIMIT_CHANGE,REVIEWING,限度額変更申請,限度額変更申請の処理状況: REVIEWING,2025-11-03T07:32:09.420832+00:00,2025-11-04T12:32:09.420832+00:00
145,CARD_REISSUE,RECEIVED,カード再発行申請,カード再発行申請の処理状況: RECEIVED,2026-01-07T19:45:40.420832+00:00,2026-01-17T14:45:40.420832+00:00
145,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-04-05T05:59:36.420832+00:00,2025-04-09T06:59:36.420832+00:00
146,NAME_CHANGE,REJECTED,名義変更申請,名義変更申請の処理状況: REJECTED,2025-10-22T16:25:34.421835+00:00,2025-10-24T22:25:34.421835+00:00
146,LIMIT_CHANGE,COMPLETED,限度額変更申請,限度額変更申請の処理状況: COMPLETED,2025-09-08T23:09:00.421835+00:00,2025-09-17T13:09:00.421835+00:00
147,ADDRESS_CHANGE,REJECTED,住所変更申請,住所変更申請の処理状況: REJECTED,2025-02-26T19:18:07.421835+00:00,2025-03-07T18:18:07.421835+00:00
149,LIMIT_CHANGE,REJECTED,限度額変更申請,限度額変更申請の処理状況: REJECTED,2025-04-20T17:00:32.421835+00:00,2025-04-23T07:00:32.421835+00:00
149,NAME_CHANGE,REVIEWING,名義変更申請,名義変更申請の処理状況: REVIEWING,2025-04-02T03:33:24.421835+00:00,2025-04-11T02:33:24.421835+00:00
150,ADDRESS_CHANGE,REVIEWING,住所変更申請,住所変更申請の処理状況: REVIEWING,2025-08-28T16:42:41.421835+00:00,2025-09-02T20:42:41.421835+00:00
151,CARD_REISSUE,COMPLETED,カード再発行申請,カード再発行申請の処理状況: COMPLETED,2025-11-15T05:06:47.421835+00:00,2025-11-18T07:06:47.421835+00:00
151,ADDRESS_CHANGE,RECEIVED,住所変更申請,住所変更申請の処理状況: RECEIVED,2025-09-13T17:22:21.421835+00:00,2025-09-20T07:22:21.421835+00:00
