user_id,transfer_limit_yen,atm_withdraw_limit_yen,updated_at
184,300000,200000,2025-11-23T19:44:10.424838+00:00
185,500000,50000,2025-04-13T10:04:30.425340+00:00
186,100000,50000,2025-04-01T12:18:30.425340+00:00
187,200000,100000,2025-10-27T13:19:27.425340+00:00
188,1000000,100000,2025-09-29T01:59:40.425340+00:00
189,500000,50000,2026-01-18T02:26:50.425340+00:00
190,100000,100000,2025-11-12T12:15:59.425838+00:00
191,100000,30000,2025-04-17T03:31:53.425838+00:00
192,1000000,30000,2025-02-22T06:48:17.425838+00:00
193,100000,100000,2025-02-27T16:43:06.425838+00:00
194,100000,30000,2025-04-29T17:50:55.425838+00:00
195,500000,50000,2025-04-28T15:39:49.426338+00:00
196,500000,30000,2026-01-07T18:32:50.426338+00:00
197,200000,200000,2025-07-15T01:48:51.426338+00:00
198,100000,50000,2025-03-05T16:39:13.426338+00:00
199,200000,50000,2026-01-29T20:21:22.426338+00:00
200,500000,100000,2025-08-25T11:19:14.426838+00:00
201,1000000,50000,2025-12-23T23:17:53.426838+00:00
202,200000,100000,2025-09-13T18:30:14.426838+00:00
203,200000,200000,2025-02-14T05:54:53.426838+00:00
204,500000,50000,2025-03-09T11:15:34.426838+00:00
205,1000000,50000,2025-08-28T05:49:03.426838+00:00
206,300000,30000,2025-12-10T05:13:07.427338+00:00
207,100000,200000,2025-11-29T06:30:29.427338+00:00
208,200000,200000,2025-02-27T05:58:47.427338+00:00
209,200000,100000,2025-03-12T02:02:19.427338+00:00
210,100000,30000,2025-02-23T01:51:21.427338+00:00
211,500000,50000,2025-11-04T23:02:07.427838+00:00
212,300000,100000,2025-11-14T05:41:32.427838+00:00
213,200000,50000,2025-10-10T15:25:12.427838+00:00
214,200000,100000,2026-01-02T18:34:12.427838+00:00
215,1000000,200000,2025-07-02T01:48:48.427838+00:00
216,200000,30000,2025-04-04T20:22:45.427838+00:00
217,500000,50000,2025-07-18T12:18:09.428338+00:00
218,100000,50000,2025-02-24T03:04:50.428338+00:00
219,100000,30000,2025-07-21T09:34:13.428338+00:00
220,300000,30000,2025-10-28T10:19:09.428338+00:00
221,1000000,50000,2025-12-13T05:23:03.428338+00:00
222,200000,30000,2025-06-13T01:00:28.428338+00:00
223,300000,50000,2025-06-20T16:05:15.428838+00:00
224,200000,30000,2025-09-13T02:25:31.428838+00:00
225,300000,200000,2025-05-20T23:36:01.428838+00:00
226,200000,100000,2025-11-12T00:16:12.428838+00:00
227,100000,50000,2025-06-25T23:47:42.428838+00:00
228,500000,200000,2025-07-04T21:13:02.428838+00:00
229,500000,30000,2025-11-27T00:16:12.429339+00:00
230,300000,200000,2025-08-29T16:55:15.429339+00:00
231,200000,50000,2025-04-13T07:02:36.429339+00:00
232,500000,200000,2025-07-31T22:01:38.429339+00:00
233,1000000,30000,2025-08-23T11:53:25.429339+00:00
234,200000,30000,2026-01-26T01:35:29.429838+00:00
235,300000,30000,2025-07-27T11:33:43.429838+00:00
236,500000,100000,2025-09-26T22:06:27.429838+00:00
237,100000,100000,2025-10-24T02:50:53.429838+00:00
238,500000,30000,2025-04-19T15:30:22.429838+00:00
239,1000000,100000,2025-08-24T04:32:12.429838+00:00
240,1000000,200000,2025-10-26T09:57:43.429838+00:00
241,1000000,200000,2025-03-01T05:39:43.430340+00:00
242,200000,30000,2025-03-06T13:25:01.430340+00:00
243,1000000,30000,2025-04-12T20:59:05.430340+00:00
244,200000,30000,2025-08-27T16:53:14.430340+00:00
245,100000,100000,2025-09-27T09:35:41.430340+00:00
246,1000000,100000,2025-02-26T03:38:09.430340+00:00
247,500000,200000,2025-06-11T21:51:09.430340+00:00
248,100000,200000,2025-05-25T00:52:11.430838+00:00
249,200000,50000,2025-09-14T19:02:05.430838+00:00
250,300000,50000,2025-12-11T12:32:30.430838+00:00
251,1000000,100000,2025-11-14T12:24:24.430838+00:00
252,1000000,100000,2025-10-22T19:09:03.430838+00:00
253,100000,200000,2025-05-02T14:49:30.431337+00:00
254,200000,30000,2025-11-21T13:40:58.431337+00:00
255,300000,100000,2025-09-19T12:45:20.431337+00:00
256,300000,100000,2025-03-13T14:43:54.431337+00:00
257,500000,50000,2025-08-28T19:07:27.431337+00:00
258,1000000,50000,2025-08-22T00:40:54.431337+00:00
259,1000000,50000,2025-07-17T08:33:09.431337+00:00
260,1000000,200000,2025-07-27T20:35:53.431337+00:00
261,200000,200000,2025-12-10T16:18:16.431337+00:00
262,1000000,50000,2025-07-19T04:59:03.431337+00:00
263,1000000,100000,2025-08-03T08:59:18.431337+00:00
264,500000,50000,2026-01-23T17:01:35.431337+00:00
265,300000,50000,2025-08-14T08:18:37.432349+00:00
266,200000,30000,2025-12-17T12:53:36.432349+00:00
267,200000,100000,2025-03-04T11:07:52.432349+00:00
268,1000000,30000,2025-05-24T16:39:04.432349+00:00
269,200000,100000,2025-12-30T11:59:07.432349+00:00
270,500000,50000,2025-06-10T01:30:49.432858+00:00
271,300000,200000,2025-03-06T17:46:38.432858+00:00
272,100000,200000,2026-01-05T15:37:41.432858+00:00
273,500000,50000,2025-09-24T15:40:55.432858+00:00
274,1000000,30000,2025-04-20T18:36:37.432858+00:00
275,200000,100000,2025-12-29T17:08:22.433359+00:00
276,500000,200000,2025-12-24T23:38:18.433359+00:00
277,200000,50000,2025-09-30T05:31:35.433359+00:00
278,1000000,30000,2025-10-01T16:39:56.433359+00:00
279,200000,30000,2025-06-19T09:01:09.433359+00:00
280,300000,30000,2025-11-17T19:31:04.433359+00:00
281,200000,200000,2025-11-19T13:10:15.433857+00:00
282,500000,30000,2025-09-23T10:42:26.433857+00:00
283,1000000,100000,2025-02-21T14:20:07.433857+00:00
284,300000,100000,2025-10-08T18:05:21.433857+00:00
285,500000,100000,2025-07-12T07:34:57.433857+00:00
286,100000,50000,2025-10-06T08:05:49.433857+00:00
287,100000,100000,2025-10-27T17:21:18.434357+00:00
288,300000,100000,2025-11-01T08:57:09.434357+00:00
289,200000,30000,2025-06-26T13:08:25.434357+00:00
290,200000,30000,2025-12-04T22:18:11.434357+00:00
291,100000,50000,2025-10-01T08:25:40.434357+00:00
292,1000000,200000,2025-03-07T11:48:19.434357+00:00
293,1000000,30000,2025-10-22T05:05:33.434858+00:00
294,500000,50000,2025-12-02T21:02:09.434858+00:00
295,1000000,30000,2025-05-06T20:09:36.434858+00:00
296,100000,200000,2025-04-26T17:38:27.434858+00:00
297,100000,50000,2025-03-03T20:10:48.434858+00:00
298,300000,100000,2026-01-14T09:44:08.434858+00:00
299,1000000,200000,2025-03-23T17:47:02.435357+00:00
300,500000,100000,2025-05-14T18:01:00.435357+00:00
301,100000,50000,2025-07-13T05:45:39.435357+00:00
302,100000,30000,2026-01-23T13:18:43.435357+00:00
303,300000,50000,2025-12-05T08:43:55.435357+00:00
304,200000,50000,2025-05-03T13:06:56.435357+00:00
305,1000000,100000,2025-06-08T14:28:59.435357+00:00
306,1000000,100000,2025-11-08T21:44:39.435857+00:00
307,500000,100000,2025-04-29T02:38:26.435857+00:00
308,300000,30000,2025-03-16T03:14:12.435857+00:00
309,200000,100000,2025-11-21T08:15:55.435857+00:00
310,1000000,200000,2025-11-12T10:10:48.435857+00:00
311,300000,100000,2026-01-08T17:57:05.435857+00:00
312,1000000,50000,2025-12-20T17:14:54.436357+00:00
313,300000,50000,2025-07-22T05:27:16.436357+00:00
314,300000,200000,2025-11-11T10:20:53.436357+00:00
315,100000,200000,2025-05-19T21:32:45.436357+00:00
316,1000000,30000,2025-05-24T18:14:49.436357+00:00
317,1000000,100000,2025-06-22T05:46:00.436357+00:00
318,500000,100000,2025-12-09T22:06:46.436857+00:00
319,500000,100000,2025-03-31T16:59:55.436857+00:00
320,200000,50000,2026-01-19T05:20:55.436857+00:00
321,200000,50000,2025-12-15T13:41:49.436857+00:00
322,100000,30000,2025-11-22T18:22:15.436857+00:00
323,500000,50000,2025-03-15T18:58:59.437358+00:00
324,1000000,200000,2026-01-23T08:28:57.437358+00:00
325,200000,100000,2025-04-14T23:12:54.437358+00:00
326,100000,30000,2025-07-19T16:13:43.437358+00:00
327,500000,30000,2025-04-18T16:38:19.437358+00:00
328,500000,200000,2025-04-10T07:58:53.437858+00:00
329,1000000,200000,2025-09-23T11:09:48.437858+00:00
330,100000,30000,2025-09-26T16:31:41.437858+00:00
331,100000,200000,2025-08-02T02:26:47.437858+00:00
332,500000,100000,2025-06-14T20:11:22.437858+00:00
333,100000,200000,2026-01-10T17:42:36.437858+00:00
334,500000,50000,2025-09-29T16:38:52.438357+00:00
335,500000,200000,2025-11-04T14:23:36.438357+00:00
336,1000000,50000,2025-05-24T19:06:53.438357+00:00
337,500000,50000,2025-10-26T03:02:27.438357+00:00
338,1000000,100000,2025-06-18T18:39:41.438357+00:00
339,300000,50000,2025-04-14T04:25:36.438857+00:00
340,500000,100000,2025-06-06T02:20:24.438857+00:00
341,300000,30000,2025-06-13T12:15:17.438857+00:00
342,100000,200000,2025-05-22T20:34:05.438857+00:00
343,1000000,200000,2025-04-23T23:43:59.438857+00:00
344,300000,200000,2025-08-31T20:41:54.439357+00:00
345,300000,100000,2025-05-26T03:21:06.439357+00:00
346,100000,30000,2025-05-15T22:21:02.439357+00:00
347,300000,100000,2025-06-27T15:30:49.439357+00:00
348,300000,50000,2025-09-14T05:35:24.439357+00:00
349,1000000,200000,2025-07-26T07:31:42.439357+00:00
350,1000000,30000,2025-11-21T19:48:25.439857+00:00
351,200000,100000,2025-03-15T11:30:16.439857+00:00
352,100000,200000,2025-02-20T08:48:27.439857+00:00
353,200000,200000,2025-07-01T21:02:00.439857+00:00
354,300000,200000,2025-10-08T01:32:25.439857+00:00
355,1000000,30000,2025-08-10T21:37:01.439857+00:00
356,100000,200000,2025-09-08T18:56:12.440357+00:00
357,200000,100000,2025-03-07T05:38:10.440357+00:00
358,300000,30000,2025-06-23T20:06:24.440357+00:00
359,500000,50000,2025-09-01T22:58:28.440357+00:00
360,500000,30000,2025-04-09T21:52:12.440357+00:00
361,100000,200000,2025-07-08T21:45:47.440357+00:00
362,200000,200000,2025-08-19T15:59:03.440857+00:00
363,300000,30000,2025-06-03T13:39:26.440857+00:00
364,1000000,50000,2025-06-23T14:49:29.440857+00:00
365,1000000,100000,2025-02-25T12:37:58.440857+00:00
366,1000000,100000,2025-12-08T23:34:21.440857+00:00
367,1000000,100000,2025-12-01T06:29:44.441357+00:00
368,500000,200000,2025-12-13T08:17:33.441357+00:00
369,300000,100000,2025-06-24T11:19:54.441357+00:00
370,500000,50000,2026-01-20T23:32:52.441357+00:00
371,100000,50000,2025-07-19T00:58:47.441357+00:00
372,500000,50000,2025-04-13T22:11:19.441857+00:00
373,200000,50000,2025-12-21T01:58:40.441857+00:00
374,300000,50000,2025-04-23T12:38:20.441857+00:00
375,1000000,30000,2025-10-14T12:43:07.441857+00:00
376,100000,100000,2025-12-02T05:13:22.441857+00:00
377,500000,50000,2025-03-07T19:48:19.441857+00:00
378,500000,50000,2025-05-23T10:23:08.441857+00:00
379,300000,200000,2025-05-24T21:10:17.441857+00:00
380,300000,200000,2025-11-03T06:49:13.441857+00:00
381,200000,200000,2026-01-02T15:26:39.441857+00:00
382,200000,100000,2025-05-28T23:15:29.441857+00:00
383,200000,200000,2026-01-04T23:45:16.442870+00:00
384,500000,100000,2025-02-26T02:49:37.442870+00:00
385,200000,30000,2025-03-13T01:33:39.442870+00:00
386,500000,50000,2025-04-03T09:10:40.442870+00:00
387,500000,200000,2025-11-29T17:52:52.442870+00:00
388,200000,50000,2026-01-27T19:14:23.443377+00:00
389,500000,50000,2025-06-21T04:26:04.443377+00:00
390,300000,100000,2025-12-25T17:34:23.443377+00:00
391,500000,50000,2025-09-06T15:41:16.443377+00:00
392,200000,50000,2025-07-23T16:45:20.443377+00:00
393,100000,100000,2025-08-23T14:49:40.443377+00:00
394,100000,100000,2025-12-25T01:51:19.443877+00:00
395,200000,100000,2025-03-29T18:53:10.443877+00:00
396,500000,100000,2026-01-16T12:21:14.443877+00:00
397,100000,200000,2025-05-19T07:42:22.443877+00:00
398,300000,50000,2025-03-06T06:11:55.443877+00:00
399,100000,200000,2025-12-03T04:52:42.443877+00:00
400,500000,200000,2025-12-25T16:44:53.444376+00:00
401,1000000,50000,2025-05-14T02:39:38.444376+00:00
402,300000,100000,2025-06-06T03:36:42.444376+00:00
403,500000,200000,2025-11-09T04:48:59.444376+00:00
404,200000,30000,2025-05-17T06:52:45.444876+00:00
405,1000000,50000,2025-09-10T21:53:21.444876+00:00
406,300000,30000,2025-08-25T19:40:36.444876+00:00
407,200000,100000,2025-11-28T11:01:00.444876+00:00
408,300000,100000,2025-11-14T19:24:49.444876+00:00
409,1000000,100000,2025-09-28T15:27:55.444876+00:00
410,100000,50000,2025-04-08T01:23:42.445377+00:00
411,300000,100000,2025-04-16T17:19:36.445377+00:00
412,500000,50000,2025-10-01T04:25:19.445377+00:00
413,1000000,100000,2025-03-30T01:33:37.445377+00:00
414,100000,200000,2025-07-20T23:26:13.445377+00:00
415,300000,50000,2026-01-05T23:22:15.445377+00:00
416,500000,30000,2025-03-25T05:20:58.445377+00:00
417,500000,100000,2025-09-23T09:37:33.445879+00:00
418,300000,50000,2025-10-17T12:52:12.445879+00:00
419,200000,50000,2025-04-02T11:47:28.445879+00:00
420,500000,30000,2025-06-19T21:56:30.445879+00:00
421,200000,100000,2025-04-07T09:05:04.445879+00:00
422,100000,100000,2026-01-31T19:04:40.446377+00:00
423,300000,30000,2025-06-08T13:46:35.446377+00:00
424,300000,100000,2025-06-13T17:04:55.446377+00:00
425,200000,200000,2025-10-06T13:42:27.446377+00:00
426,100000,50000,2026-01-14T07:28:17.446377+00:00
427,100000,30000,2026-01-21T13:21:31.446377+00:00
428,300000,200000,2025-11-16T08:56:39.446877+00:00
429,200000,50000,2025-04-06T13:37:25.446877+00:00
430,1000000,50000,2025-04-24T07:28:56.446877+00:00
431,500000,100000,2025-10-01T17:39:58.446877+00:00
432,200000,200000,2025-10-21T00:32:23.446877+00:00
433,300000,100000,2025-11-29T19:23:20.446877+00:00
434,100000,100000,2025-09-25T02:48:34.447377+00:00
435,500000,50000,2025-12-14T07:12:21.447377+00:00
436,1000000,100000,2026-01-09T02:41:22.447377+00:00
437,500000,100000,2026-02-03T10:52:31.447377+00:00
438,1000000,100000,2026-01-02T04:53:15.447377+00:00
439,100000,200000,2025-08-30T00:08:19.447877+00:00
440,100000,50000,2025-11-13T02:24:42.447877+00:00
441,500000,200000,2025-04-21T00:42:39.447877+00:00
442,200000,50000,2025-05-18T21:03:34.447877+00:00
443,300000,200000,2025-12-06T21:06:30.447877+00:00
444,200000,100000,2025-11-04T19:25:14.448377+00:00
445,100000,50000,2025-05-28T02:30:40.448377+00:00
446,1000000,100000,2025-06-10T10:51:45.448377+00:00
447,100000,200000,2025-12-10T19:34:30.448377+00:00
448,500000,100000,2025-07-02T12:40:15.448377+00:00
449,300000,100000,2025-12-14T11:07:06.448877+00:00
450,1000000,100000,2025-12-01T18:56:47.448877+00:00
451,200000,50000,2025-07-16T05:46:48.448877+00:00
452,1000000,200000,2025-10-19T18:01:22.448877+00:00
453,1000000,30000,2025-07-02T01:58:48.448877+00:00
454,200000,30000,2025-03-20T09:04:20.448877+00:00
455,500000,30000,2025-10-30T19:37:34.449377+00:00
456,1000000,50000,2025-06-05T01:57:11.449377+00:00
457,500000,200000,2025-07-11T14:11:14.449377+00:00
458,100000,50000,2025-05-12T02:11:08.449377+00:00
459,1000000,30000,2025-10-13T20:05:47.449377+00:00
460,200000,100000,2025-12-01T16:04:06.449879+00:00
461,500000,200000,2025-02-23T05:46:35.449879+00:00
462,1000000,50000,2025-06-27T10:01:07.449879+00:00
463,100000,100000,2025-11-08T02:20:17.449879+00:00
464,100000,100000,2025-05-29T22:27:22.449879+00:00
465,100000,200000,2025-03-31T14:04:31.449879+00:00
466,1000000,200000,2025-11-13T20:29:12.450378+00:00
467,1000000,30000,2025-03-30T03:10:56.450378+00:00
468,300000,30000,2026-01-29T13:49:57.450378+00:00
469,300000,200000,2025-11-09T18:49:42.450378+00:00
470,1000000,50000,2025-11-25T19:24:40.450378+00:00
471,300000,50000,2025-11-07T10:48:42.450378+00:00
472,500000,100000,2026-01-13T22:22:23.450877+00:00
473,1000000,50000,2025-05-25T11:21:39.450877+00:00
474,100000,50000,2025-05-11T06:18:01.450877+00:00
475,500000,50000,2025-08-11T03:31:00.450877+00:00
476,1000000,30000,2025-04-24T01:18:05.450877+00:00
477,300000,200000,2025-05-29T07:03:23.450877+00:00
478,200000,100000,2025-07-01T01:26:37.451377+00:00
479,300000,50000,2025-11-10T05:57:37.451377+00:00
480,100000,50000,2025-03-25T02:47:03.451377+00:00
481,200000,100000,2025-09-04T04:37:40.451377+00:00
482,100000,100000,2025-05-29T17:16:44.451377+00:00
483,100000,100000,2025-08-28T07:23:55.451876+00:00
484,1000000,200000,2025-06-01T19:32:05.451876+00:00
485,1000000,100000,2025-05-15T09:17:05.451876+00:00
486,1000000,50000,2025-09-14T06:08:36.451876+00:00
487,200000,30000,2025-08-04T18:04:39.452377+00:00
488,200000,30000,2025-02-17T05:59:26.452377+00:00
489,100000,100000,2025-03-07T01:06:05.452377+00:00
490,500000,50000,2025-10-19T18:40:53.452377+00:00
491,500000,30000,2025-03-23T13:44:34.452377+00:00
492,500000,100000,2025-08-01T00:57:59.452377+00:00
493,500000,200000,2025-08-25T19:12:54.452377+00:00
