user_id,title,message,severity,category,is_read,created_at
10,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2026-01-16T07:46:00.408815+00:00
10,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-08-16T04:03:07.408815+00:00
10,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-09-12T08:09:40.408815+00:00
11,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-03-09T18:25:11.408815+00:00
12,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-08-27T11:15:18.408815+00:00
13,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-12-16T22:23:59.408815+00:00
13,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-03-09T09:20:02.408815+00:00
14,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-03-08T07:31:31.408815+00:00
15,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-08-26T17:48:41.409314+00:00
15,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-11-06T10:28:57.409314+00:00
16,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-10-28T14:30:07.409314+00:00
17,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-10-25T05:32:38.409314+00:00
17,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-08-19T15:49:22.409314+00:00
17,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-10-05T01:54:02.409314+00:00
18,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-07T02:27:49.409314+00:00
19,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-09-23T08:00:31.409314+00:00
19,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-07-05T23:48:32.409314+00:00
20,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-06-04T00:15:54.409314+00:00
20,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-07-31T14:57:36.409314+00:00
21,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-07-31T11:35:57.409814+00:00
22,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-12-13T01:51:01.409814+00:00
22,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-10-07T10:16:09.409814+00:00
22,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2026-01-23T05:27:52.409814+00:00
23,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-12-25T16:10:31.409814+00:00
23,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-10-21T11:27:19.409814+00:00
23,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2026-01-12T05:49:22.409814+00:00
24,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-10-09T09:09:16.409814+00:00
24,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-10-29T04:38:51.409814+00:00
24,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-12-10T20:27:20.409814+00:00
25,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-02-23T04:20:50.409814+00:00
26,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-05-16T09:32:57.409814+00:00
26,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-22T21:48:45.409814+00:00
27,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-03-27T01:15:21.409814+00:00
27,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-09-20T22:01:35.409814+00:00
27,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-03-20T08:44:44.409814+00:00
28,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-08-21T10:56:04.409814+00:00
28,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2026-01-03T19:42:36.410314+00:00
28,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-03-24T19:07:04.410314+00:00
29,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-03-14T13:19:38.410314+00:00
29,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-10-14T16:10:18.410314+00:00
29,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2026-01-31T14:44:25.410314+00:00
30,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-02-26T12:23:16.410314+00:00
30,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-08-17T04:20:01.410314+00:00
31,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-05-30T00:42:25.410314+00:00
31,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2026-01-08T10:52:27.410314+00:00
31,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-01-28T17:58:26.410314+00:00
32,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-07-03T18:35:54.410314+00:00
32,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-08-11T05:56:04.410314+00:00
32,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-09-24T07:12:41.410314+00:00
33,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-11-18T03:45:36.410314+00:00
34,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-02-26T20:54:25.410314+00:00
34,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-08-03T14:43:19.410314+00:00
34,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-11-09T23:52:54.410314+00:00
35,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-12-09T18:50:39.410314+00:00
36,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-07-01T04:18:21.410314+00:00
36,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-10-31T00:32:14.410314+00:00
37,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-07-08T23:03:44.410314+00:00
38,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-12-20T22:28:26.410314+00:00
38,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-11-19T14:53:58.410314+00:00
39,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-08-23T08:25:24.410314+00:00
39,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-08-15T05:12:58.410314+00:00
40,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-10-08T17:32:33.411325+00:00
40,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-09-27T17:07:45.411325+00:00
40,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-07-30T23:33:36.411325+00:00
41,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-12-17T12:20:07.411325+00:00
41,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-04-07T03:23:29.411325+00:00
42,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-03-15T15:31:36.411325+00:00
42,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-06-30T19:55:44.411325+00:00
42,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-10-31T14:35:13.411325+00:00
43,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2026-01-31T15:39:55.411325+00:00
43,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-11-06T07:30:13.411325+00:00
44,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-04-02T21:18:36.411832+00:00
44,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-08-25T13:45:23.411832+00:00
44,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2026-01-12T10:57:08.411832+00:00
45,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-11-11T07:46:00.411832+00:00
45,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-10-29T18:48:48.411832+00:00
46,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-05-21T13:43:19.412334+00:00
47,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-02-20T06:39:52.412334+00:00
47,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-08T12:52:45.412334+00:00
48,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-10-07T15:38:24.412334+00:00
49,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-03-01T18:53:46.412334+00:00
49,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-07-12T08:25:59.412334+00:00
50,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-04-17T18:57:52.412334+00:00
50,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-03-13T12:11:24.412334+00:00
50,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-07-02T22:53:59.412334+00:00
51,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2026-01-13T00:39:40.412833+00:00
51,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-12-10T20:08:30.412833+00:00
51,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-05-26T13:22:46.412833+00:00
52,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-02-16T09:02:40.412833+00:00
53,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-07-09T13:23:47.412833+00:00
53,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-08-03T11:41:11.412833+00:00
54,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-02-15T15:05:54.412833+00:00
54,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-09-20T18:09:24.412833+00:00
54,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-11-12T05:52:11.412833+00:00
55,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-08-17T03:34:14.413332+00:00
55,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-06-25T02:17:32.413332+00:00
55,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-02T08:52:51.413332+00:00
56,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-08-04T14:18:53.413332+00:00
57,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-08-06T08:32:19.413332+00:00
57,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-10-30T09:47:32.413332+00:00
57,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2026-01-09T19:51:40.413332+00:00
58,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-12-25T13:55:58.413332+00:00
58,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-06-23T06:28:45.413332+00:00
59,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-30T05:30:40.413831+00:00
59,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-09-14T08:34:05.413831+00:00
60,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-09-08T14:53:01.413831+00:00
61,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-04-13T14:21:16.413831+00:00
62,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-06-30T00:49:01.413831+00:00
63,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-03-09T17:43:15.414331+00:00
63,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-05-07T06:06:48.414331+00:00
64,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-03-16T18:34:19.414331+00:00
64,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2026-01-27T00:32:21.414331+00:00
64,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2026-01-23T07:30:23.414331+00:00
65,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-08-23T15:01:52.414331+00:00
65,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-12-11T13:27:52.414331+00:00
65,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-02-13T21:03:01.414331+00:00
66,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-09-03T06:15:06.414331+00:00
66,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-09-16T22:12:23.414331+00:00
66,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2026-02-08T21:57:57.414331+00:00
67,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-03-25T03:02:54.414331+00:00
67,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-04-05T06:24:16.414331+00:00
68,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-12-20T14:01:59.414331+00:00
69,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-09-28T17:31:54.414831+00:00
70,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-02-27T07:13:19.414831+00:00
71,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-10-06T04:15:28.414831+00:00
72,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-07-02T09:56:44.414831+00:00
72,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-09-10T10:31:52.414831+00:00
72,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-09-06T17:40:55.414831+00:00
73,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-09T06:30:38.414831+00:00
73,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-05-12T03:37:45.414831+00:00
74,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-12-15T14:05:58.415331+00:00
74,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-04-09T21:55:55.415331+00:00
74,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-11-21T04:53:23.415331+00:00
75,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-05-15T07:55:26.415331+00:00
76,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-08-07T06:54:55.415331+00:00
76,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2026-02-06T22:33:38.415331+00:00
76,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-09-27T02:22:44.415331+00:00
77,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2026-02-01T02:26:00.415331+00:00
77,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2026-02-02T03:01:59.415331+00:00
77,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-16T23:38:34.415331+00:00
78,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-04-15T16:35:44.415331+00:00
78,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-01-11T17:50:40.415331+00:00
79,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-11-14T02:36:35.415831+00:00
79,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-05-07T01:30:06.415831+00:00
80,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-08-25T03:27:45.415831+00:00
81,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2026-01-16T07:58:21.415831+00:00
82,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-10-08T15:10:57.415831+00:00
83,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-02-20T17:51:21.415831+00:00
83,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-05-20T16:13:33.415831+00:00
83,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-09-09T00:26:02.415831+00:00
84,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-01-27T06:09:50.415831+00:00
85,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-11-16T12:02:13.416331+00:00
85,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-06-09T17:31:25.416331+00:00
85,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-04-06T00:19:54.416331+00:00
86,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-10-07T09:56:37.416331+00:00
86,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-07-08T03:34:15.416331+00:00
86,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-09-07T03:26:27.416331+00:00
87,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-05-11T08:54:57.416331+00:00
88,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-06-07T08:25:39.416331+00:00
88,カード利用通知,カード利用を確認しました。,INFO,card,true,2026-01-26T09:18:57.416331+00:00
88,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-07-05T21:22:47.416331+00:00
89,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-07-19T18:18:39.416331+00:00
90,カード利用通知,カード利用を確認しました。,INFO,card,true,2026-02-01T09:58:31.416331+00:00
91,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-12-21T12:01:43.416331+00:00
91,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-05-12T18:10:11.416331+00:00
92,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-10-01T14:46:02.416831+00:00
92,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-07-28T12:20:11.416831+00:00
93,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-10-23T22:30:02.416831+00:00
94,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-03-26T06:41:31.416831+00:00
94,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-03-19T17:29:54.416831+00:00
94,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-12-08T05:13:54.416831+00:00
95,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-08-26T23:59:06.417331+00:00
95,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-06-28T21:05:59.417331+00:00
95,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-04-18T16:30:51.417331+00:00
96,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-04-25T12:47:35.417331+00:00
97,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-07-27T07:24:52.417331+00:00
97,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-10-17T21:34:45.417331+00:00
97,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-06-12T06:11:44.417331+00:00
98,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-11-20T04:47:14.417331+00:00
98,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-07-06T10:31:48.417331+00:00
99,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-08-08T15:32:59.417331+00:00
99,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-03-16T11:46:19.417331+00:00
100,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-04-03T07:14:33.417831+00:00
100,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-12-14T08:10:52.417831+00:00
101,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-04-29T15:51:28.417831+00:00
101,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-05-07T08:19:25.417831+00:00
101,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-04-29T05:11:40.417831+00:00
102,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-03-30T05:41:17.417831+00:00
103,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2026-01-02T16:11:16.417831+00:00
103,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-11-04T17:16:12.417831+00:00
104,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-05-05T00:27:35.417831+00:00
104,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-09-26T06:50:11.417831+00:00
105,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-02-26T01:46:42.418331+00:00
105,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-02-01T01:59:23.418331+00:00
106,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-01-02T02:33:42.418331+00:00
107,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-02-14T13:46:57.418331+00:00
108,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-07-28T16:49:13.418331+00:00
108,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-08-06T05:59:50.418331+00:00
108,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-08-27T23:47:40.418331+00:00
109,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-03-29T18:55:57.418331+00:00
110,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-02-26T07:36:24.418331+00:00
111,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2026-01-03T22:01:13.418331+00:00
111,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-05-26T05:48:35.418331+00:00
111,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-11-15T17:51:53.418331+00:00
112,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-02-24T03:08:18.418831+00:00
112,カード利用通知,カード利用を確認しました。,INFO,card,false,2026-01-29T04:08:36.418831+00:00
113,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-12-03T03:09:35.418831+00:00
113,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-08-04T07:12:06.418831+00:00
114,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-11-15T16:42:23.418831+00:00
115,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-04-26T09:48:11.418831+00:00
116,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-08-02T22:47:13.418831+00:00
116,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-12-12T12:29:35.418831+00:00
116,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-12-07T09:52:57.418831+00:00
117,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-10-11T04:38:03.419332+00:00
118,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-06-11T02:12:21.419332+00:00
118,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2026-01-15T14:27:35.419332+00:00
119,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-09-21T02:12:31.419332+00:00
120,カード利用通知,カード利用を確認しました。,INFO,card,true,2026-01-09T23:56:52.419332+00:00
120,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-08-22T10:52:20.419332+00:00
121,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-08-19T01:49:35.419332+00:00
121,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-11-14T21:07:03.419332+00:00
122,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-05-04T22:40:29.419332+00:00
122,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-04-29T07:29:57.419332+00:00
122,カード利用通知,カード利用を確認しました。,INFO,card,true,2025-12-23T09:02:32.419332+00:00
123,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-03-20T00:08:06.419831+00:00
124,カード利用通知,カード利用を確認しました。,INFO,card,false,2025-07-18T12:27:27.419831+00:00
124,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-10-22T06:50:45.419831+00:00
125,振込受付,振込依頼を受け付けました。,INFO,transfer,false,2025-06-02T17:48:22.419831+00:00
126,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-04-12T16:39:30.419831+00:00
127,振込受付,振込依頼を受け付けました。,INFO,transfer,true,2025-05-02T10:43:42.419831+00:00
127,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2026-01-06T19:47:18.419831+00:00
127,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,true,2025-07-05T02:47:19.419831+00:00
128,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-04-05T11:50:48.419831+00:00
128,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-11-26T11:57:18.419831+00:00
129,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-09-13T01:19:07.420332+00:00
129,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-04-25T01:49:40.420332+00:00
130,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,false,2025-04-22T07:36:54.420332+00:00
130,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-10-17T00:50:32.420332+00:00
131,住所変更を受け付けました,住所変更の申請を受け付けました。,INFO,address,true,2025-02-24T20:54:07.420332+00:00
131,セキュリティ注意喚起,不審なログインが検出されました。,WARN,security,false,2025-05-26T23:18:40.420332+00:00
